Player,Pos,Team,Total Value,APY,TotalGuaranteed,AVGGuranteeYear, %Guaranteed,,23624.82895,456 IN LOWER CLASS,,23.218,,,,
Daniel Bellinger,TE,Giants,4453112,1113278,793112,198278,0.18,,,,,,,,,
Max Mitchell,RT,Jets,4456028,1114007,796028,199007,0.18,,,,,,,,,
Daniel Faalele,RT,Ravens,4460340,1115085,800340,200085,0.18,,,,,,,,,
Coby Bryant,CB,Seahawks,4467808,1116952,807808,201952,0.18,,,,,,,,,
Jay Ward,S,Vikings,4493544,1123386,653544,163386,0.15,,,,,,,,,
Andre Dillard,LT,Packers,1125000,1125000,0,0,0,,,,,,,,,
Austin Seibert,K,Commanders,1125000,1125000,0,0,0,,,,,,,,,
Ben Bartch,LT,49ers,1125000,1125000,0,0,0,,,,,,,,,
Ben Niemann,LB,Lions,1125000,1125000,0,0,0,,,,,,,,,
Bradley Bozeman,C,Chargers,1125000,1125000,0,0,0,,,,,,,,,
Brandon Parker,RT,Falcons,1125000,1125000,0,0,0,,,,,,,,,
Brett Rypien,QB,Vikings,1125000,1125000,0,0,0,,,,,,,,,
Bryce Hall,CB,Buccaneers,1125000,1125000,0,0,0,,,,,,,,,
Calvin Anderson,LT,Steelers,1125000,1125000,0,0,0,,,,,,,,,
Carlos Watkins,IDL,Cowboys,1125000,1125000,0,0,0,,,,,,,,,
Chris Lammons,CB,Colts,1125000,1125000,0,0,0,,,,,,,,,
Craig Reynolds,RB,Lions,1125000,1125000,0,0,0,,,,,,,,,
D'Onta Foreman,RB,Browns,1125000,1125000,0,0,0,,,,,,,,,
Darnay Holmes,CB,Raiders,1125000,1125000,0,0,0,,,,,,,,,
Elijah Riley,S,Giants,1125000,1125000,0,0,0,,,,,,,,,
Genard Avery,LB,Colts,1125000,1125000,0,0,0,,,,,,,,,
Geron Christian,LT,Rams,1125000,1125000,0,0,0,,,,,,,,,
Greg Dortch,WR,Cardinals,1125000,1125000,0,0,0,,,,,,,,,
Greg Joseph,K,Giants,1125000,1125000,0,0,0,,,,,,,,,
Gunner Olszewski,WR,Giants,1125000,1125000,467500,467500,0.42,,,,,,,,,
Hakeem Adeniji,LT,Browns,1125000,1125000,0,0,0,,,,,,,,,
Hayden Hurst,TE,Chargers,1125000,1125000,0,0,0,,,,,,,,,
Jalyn Holmes,IDL,Jets,1125000,1125000,0,0,0,,,,,,,,,
James Pierre,CB,Steelers,1125000,1125000,0,0,0,,,,,,,,,
James Proche,WR,Browns,1125000,1125000,0,0,0,,,,,,,,,
Jeremy McNichols,RB,Commanders,1125000,1125000,0,0,0,,,,,,,,,
Jordan Kunaszyk,LB,Vikings,1125000,1125000,0,0,0,,,,,,,,,
Josiah Deguara,TE,Jaguars,1125000,1125000,0,0,0,,,,,,,,,
Julian Okwara,EDGE,Cardinals,1125000,1125000,0,0,0,,,,,,,,,
Justin Herron,RT,Saints,1125000,1125000,0,0,0,,,,,,,,,
Kevin King,CB,Falcons,1125000,1125000,0,0,0,,,,,,,,,
Khaleke Hudson,LB,Saints,1125000,1125000,0,0,0,,,,,,,,,
Lil'Jordan Humphrey,WR,Broncos,1125000,1125000,0,0,0,,,,,,,,,
Lonnie Johnson Jr.,S,Panthers,1125000,1125000,0,0,0,,,,,,,,,
Luke Gifford,LB,Titans,1125000,1125000,0,0,0,,,,,,,,,
Matt Orzech,LS,Packers,3375000,1125000,0,0,0,,,,,,,,,
Mecole Hardman,WR,Chiefs,1125000,1125000,0,0,0,,,,,,,,,
Michael Jordan,LG,Patriots,1125000,1125000,0,0,0,,,,,,,,,
Mike Boone,RB,Panthers,1125000,1125000,0,0,0,,,,,,,,,
Mike Ford,CB,Browns,1125000,1125000,0,0,0,,,,,,,,,
Mykal Walker,LB,Commanders,1125000,1125000,0,0,0,,,,,,,,,
Myles Gaskin,RB,Vikings,1125000,1125000,0,0,0,,,,,,,,,
Neville Gallimore,IDL,Rams,1125000,1125000,0,0,0,,,,,,,,,
Nick Gates,C,Eagles,1125000,1125000,0,0,0,,,,,,,,,
Oren Burks,LB,Eagles,1125000,1125000,0,0,0,,,,,,,,,
Oshane Ximines,EDGE,Patriots,1125000,1125000,0,0,0,,,,,,,,,
Sam Eguavoen,LB,Jets,1125000,1125000,0,0,0,,,,,,,,,
Takkarist McKinley,EDGE,Jets,1125000,1125000,0,0,0,,,,,,,,,
Teair Tart,IDL,Chargers,1125000,1125000,0,0,0,,,,,,,,,
Terrell Edmunds,S,Steelers,1125000,1125000,0,0,0,,,,,,,,,
Tim Boyle,QB,Dolphins,1125000,1125000,0,0,0,,,,,,,,,
Tim Patrick,WR,Lions,1125000,1125000,0,0,0,,,,,,,,,
Trayveon Williams,RB,Bengals,1125000,1125000,0,0,0,,,,,,,,,
Tre Flowers,CB,Jaguars,1125000,1125000,0,0,0,,,,,,,,,
Tre'Quan Smith,WR,Lions,1125000,1125000,0,0,0,,,,,,,,,
Troy Reeder,LB,Rams,1125000,1125000,75000,75000,0.07,,,,,,,,,
Ty Summers,LB,Giants,1125000,1125000,0,0,0,,,,,,,,,
Tyler Huntley,QB,Dolphins,1125000,1125000,0,0,0,,,,,,,,,
Will Clapp,C,Bills,1125000,1125000,0,0,0,,,,,,,,,
Zach Triner,LS,Buccaneers,1125000,1125000,0,0,0,,,,,,,,,
Dameon Pierce,RB,Texans,4500432,1125108,815432,203858,0.18,,,,,,,,,
Tyler Scott,WR,Bears,4503448,1125862,663448,165862,0.15,,,,,,,,,
Nick Herbig,LB,Steelers,4512924,1128231,672924,168231,0.15,,,,,,,,,
Charlie Jones,WR,Bengals,4518776,1129694,678776,169694,0.15,,,,,,,,,
Adam Prentice,FB,Saints,1130000,1130000,0,0,0,,,,,,,,,
Tyler Johnson,WR,Rams,1130000,1130000,75000,75000,0.07,,,,,,,,,
Cade Otton,TE,Buccaneers,4523940,1130985,833940,208485,0.18,,,,,,,,,
Tyler Lacy,IDL,Jaguars,4527120,1131780,687120,171780,0.15,,,,,,,,,
Stetson Bennett,QB,Rams,4539132,1134783,699132,174783,0.15,,,,,,,,,
Jake Haener,QB,Saints,4544812,1136203,704812,176203,0.16,,,,,,,,,
Braelon Allen,RB,Jets,4548708,1137177,528708,132177,0.12,,,,,,,,,
Jacob Cowing,WR,49ers,4548716,1137177,528708,132177,0.12,,,,,,,,,
Jaden Hicks,S,Chiefs,4548708,1137177,528708,132177,0.12,,,,,,,,,
Sione Vaki,RB,Lions,4548708,1137177,528708,132177,0.12,,,,,,,,,
Derius Davis,WR,Chargers,4551928,1137982,711928,177982,0.16,,,,,,,,,
Isaiah McGuire,EDGE,Browns,4551928,1137982,711928,177982,0.16,,,,,,,,,
Tavius Robinson,EDGE,Ravens,4560564,1140141,720564,180141,0.16,,,,,,,,,
Cameron Young,IDL,Seahawks,4567508,1141877,727508,181877,0.16,,,,,,,,,
Jon Gaines,LG,Cardinals,4572240,1143060,732240,183060,0.16,,,,,,,,,
Ventrell Miller,LB,Jaguars,4576936,1144234,736936,184234,0.16,,,,,,,,,
Carter Warren,LT,Jets,4584320,1146080,744320,186080,0.16,,,,,,,,,
Reid Ferguson,LS,Bills,2295000,1147500,5000,2500,0,,,,,,,,,
Chamarri Conner,S,Chiefs,4591364,1147841,751364,187841,0.16,,,,,,,,,
Dan Skipper,LT,Lions,1150000,1150000,0,0,0,,,,,,,,,
Jeff Driskel,QB,Commanders,1150000,1150000,150000,150000,0.13,,,,,,,,,
Sidy Sow,RG,Patriots,4604116,1151029,764116,191029,0.17,,,,,,,,,
Colby Wooden,IDL,Packers,4607928,1151982,767928,191982,0.17,,,,,,,,,
Roschon Johnson,RB,Bears,4608688,1152172,768688,192172,0.17,,,,,,,,,
Chandler Zavala,RG,Panthers,4611736,1152934,771736,192934,0.17,,,,,,,,,
Clark Phillips III,CB,Falcons,4613532,1153383,773532,193383,0.17,,,,,,,,,
Casey Toohill,EDGE,Bills,1155000,1155000,15000,15000,0.01,,,,,,,,,
Dawand Jones,RT,Browns,4632336,1158084,792336,198084,0.17,,,,,,,,,
Adetomiwa Adebawore,EDGE,Colts,4636912,1159228,796912,199228,0.17,,,,,,,,,
Dylan Horton,EDGE,Texans,4641044,1160261,801044,200261,0.17,,,,,,,,,
Anthony Bradford,RG,Seahawks,4643988,1160997,803988,200997,0.17,,,,,,,,,
Jake Andrews,C,Patriots,4648344,1162086,808344,202086,0.17,,,,,,,,,
Blake Freeland,LT,Colts,4655888,1163972,815888,203972,0.18,,,,,,,,,
Kelee Ringo,CB,Eagles,4660928,1165232,820928,205232,0.18,,,,,,,,,
Jakorian Bennett,CB,Raiders,4663588,1165897,823588,205897,0.18,,,,,,,,,
Baron Browning,EDGE,Broncos,4675775,1168944,840616,210154,0.18,,,,,,,,,
Blake Ferguson,LS,Dolphins,3510000,1170000,0,0,0,,,,,,,,,
Brandon Stephens,CB,Ravens,4681733,1170433,840616,210154,0.18,,,,,,,,,
Ernest Jones,LB,Titans,4685354,1171339,840616,210154,0.18,,,,,,,,,
Ambry Thomas,CB,49ers,4688233,1172058,840616,210154,0.18,,,,,,,,,
Ifeatu Melifonwu,CB,Lions,4690233,1172558,840616,210154,0.18,,,,,,,,,
Cam Akers,RB,Texans,1175000,1175000,0,0,0,,,,,,,,,
Efe Obada,EDGE,Commanders,1175000,1175000,0,0,0,,,,,,,,,
Larrell Murchison,EDGE,Rams,1175000,1175000,50000,50000,0.04,,,,,,,,,
Matt Pryor,RT,Bears,1175000,1175000,50000,50000,0.04,,,,,,,,,
Jared Wiley,TE,Chiefs,4708620,1177155,688620,172155,0.15,,,,,,,,,
T.J. Tampa,CB,Ravens,4718456,1179614,698456,174614,0.15,,,,,,,,,
Isaac Guerendo,RB,49ers,4724528,1181132,704525,176131,0.15,,,,,,,,,
Ray Davis,RB,Bills,4733188,1183297,713188,178297,0.15,,,,,,,,,
Will Shipley,RB,Eagles,4736964,1184241,716964,179241,0.15,,,,,,,,,
Nick Saldiveri,LT,Saints,4745280,1186320,842280,210570,0.18,,,,,,,,,
Giovanni Manu,LT,Lions,4745656,1186414,725656,181414,0.15,,,,,,,,,
Bucky Irving,RB,Buccaneers,4751552,1187888,731552,182888,0.15,,,,,,,,,
Cade Stover,TE,Texans,4758936,1189734,738936,184734,0.16,,,,,,,,,
Malik Mustapha,S,49ers,4758936,1189734,738936,184734,0.16,,,,,,,,,
Tory Taylor,P,Bears,4767900,1191975,747900,186975,0.16,,,,,,,,,
Robert Hainsey,RT,Buccaneers,4767925,1191981,855544,213886,0.18,,,,,,,,,
Krys Barnes,LB,Cardinals,1192500,1192500,0,0,0,,,,,,,,,
A.J. Barner,TE,Seahawks,4775108,1193777,755108,188777,0.16,,,,,,,,,
Jaylen Wright,RB,Dolphins,4780020,1195005,760020,190005,0.16,,,,,,,,,
Mason McCormick,LG,Steelers,4784896,1196224,764896,191224,0.16,,,,,,,,,
Rock Ya-Sin,CB,49ers,1196250,1196250,0,0,0,,,,,,,,,
Elijah Molden,CB,Chargers,4785850,1196463,840616,210154,0.18,,,,,,,,,
Ben Cleveland,RG,Ravens,4787185,1196796,865840,216460,0.18,,,,,,,,,
Tyrice Knight,LB,Seahawks,4792560,1198140,772560,193140,0.16,,,,,,,,,
Tanor Bortolini,C,Colts,4799872,1199968,779872,194968,0.16,,,,,,,,,
DeAndre Carter,WR,Bears,1200000,1200000,450000,450000,0.38,,,,,,,,,
Jordan Jefferson,IDL,Jaguars,4803076,1200769,783076,195769,0.16,,,,,,,,,
Fred Johnson,RG,Eagles,2405000,1202500,200000,100000,0.08,,,,,,,,,
Erick All,TE,Bengals,4813104,1203276,793104,198276,0.17,,,,,,,,,
Javon Foster,RG,Jaguars,4817064,1204266,797064,199266,0.17,,,,,,,,,
Devontez Walker,WR,Ravens,4817852,1204463,797852,199463,0.17,,,,,,,,,
Decamerion Richardson,CB,Raiders,4821016,1205254,801016,200254,0.17,,,,,,,,,
Evan Williams,S,Packers,4822880,1205720,802880,200720,0.17,,,,,,,,,
Kristian Welch,FB,Broncos,1207500,1207500,20000,20000,0.02,,,,,,,,,
Javon Baker,WR,Patriots,4836596,1209149,816596,204149,0.17,,,,,,,,,
Allen Robinson,WR,Lions,1210000,1210000,0,0,0,,,,,,,,,
Anthony Brown,CB,Panthers,1210000,1210000,0,0,0,,,,,,,,,
Cameron Sutton,CB,Steelers,1210000,1210000,0,0,0,,,,,,,,,
Charles Harris,EDGE,Panthers,1210000,1210000,0,0,0,,,,,,,,,
Conor McDermott,RG,Rams,1210000,1210000,0,0,0,,,,,,,,,
Eddie Goldman,IDL,Falcons,1210000,1210000,0,0,0,,,,,,,,,
Elijah Wilkinson,LG,Falcons,1210000,1210000,0,0,0,,,,,,,,,
Eric Saubert,TE,49ers,1210000,1210000,0,0,0,,,,,,,,,
Eric Tomlinson,TE,Chargers,1210000,1210000,0,0,0,,,,,,,,,
Germain Ifedi,RT,Browns,1210000,1210000,0,0,0,,,,,,,,,
JuJu Smith-Schuster,WR,Chiefs,1210000,1210000,0,0,0,,,,,,,,,
Kareem Hunt,RB,Chiefs,1210000,1210000,0,0,0,,,,,,,,,
Kyle Peko,IDL,Lions,1210000,1210000,0,0,0,,,,,,,,,
Laken Tomlinson,LG,Seahawks,1210000,1210000,500000,500000,0.41,,,,,,,,,
Lawrence Guy,IDL,Bengals,1210000,1210000,0,0,0,,,,,,,,,
Michael Burton,FB,Broncos,1210000,1210000,0,0,0,,,,,,,,,
Nick Bellore,LB,Commanders,1210000,1210000,0,0,0,,,,,,,,,
Nick Vannett,TE,Titans,1210000,1210000,0,0,0,,,,,,,,,
Noah Brown,WR,Commanders,1210000,1210000,0,0,0,,,,,,,,,
Russell Wilson,QB,Steelers,1210000,1210000,1210000,1210000,1,,,,,,,,,
Tony Jefferson,S,Chargers,1210000,1210000,0,0,0,,,,,,,,,
Tyler Matakevich,LB,Steelers,1210000,1210000,0,0,0,,,,,,,,,
Vonn Bell,S,Bengals,1210000,1210000,0,0,0,,,,,,,,,
Brandon Dorlus,IDL,Falcons,4842396,1210599,822396,205599,0.17,,,,,,,,,
Theo Johnson,TE,Giants,4851436,1212859,831436,207859,0.17,,,,,,,,,
Cedric Gray,LB,Titans,4854492,1213623,834492,208623,0.17,,,,,,,,,
Justin Eboigbe,EDGE,Chargers,4859012,1214753,839012,209753,0.17,,,,,,,,,
Dadrion Taylor-Demerson,S,Cardinals,4866844,1216711,846844,211711,0.17,,,,,,,,,
Patrick Jones II,EDGE,Vikings,4870096,1217524,901888,225472,0.19,,,,,,,,,
Layden Robinson,LG,Patriots,4872072,1218018,852072,213018,0.18,,,,,,,,,
Troy Franklin,WR,Broncos,4874836,1218709,854836,213709,0.18,,,,,,,,,
Kendrick Green,C,Texans,4875764,1218941,906008,226502,0.19,,,,,,,,,
Danny Pinter,RG,Colts,1222500,1222500,500000,500000,0.41,,,,,,,,,
Michael Jackson Sr.,CB,Panthers,1222500,1222500,167500,167500,0.14,,,,,,,,,
Christian Kuntz,LS,Steelers,3765000,1225000,325000,108333,0.09,,,,,,,,,
David Bell,WR,Browns,2456570,1228285,0,0,0,,,,,,,,,
Chauncey Golston,IDL,Cowboys,4916586,1229147,935700,233925,0.19,,,,,,,,,
Tommy Tremble,TE,Panthers,4926434,1231609,942860,235715,0.19,,,,,,,,,
Dyami Brown,WR,Commanders,4943998,1236000,955636,238909,0.19,,,,,,,,,
Hunter Long,TE,Rams,4968696,1242174,973596,243399,0.2,,,,,,,,,
Divine Deablo,LB,Raiders,4980836,1245209,982424,245606,0.2,,,,,,,,,
Malcolm Koonce,EDGE,Raiders,4997960,1249490,994880,248720,0.2,,,,,,,,,
Justin Skule,LT,Buccaneers,1255000,1255000,600000,600000,0.48,,,,,,,,,
Rico Dowdle,RB,Cowboys,1255000,1255000,200000,200000,0.16,,,,,,,,,
Josh Palmer,WR,Chargers,5032056,1258014,1019676,254919,0.2,,,,,,,,,
Jamison Crowder,WR,Commanders,1260000,1260000,0,0,0,,,,,,,,,
Le'Raven Clark,RT,Eagles,1260000,1260000,175000,175000,0.14,,,,,,,,,
MyCole Pruitt,TE,Steelers,1260000,1260000,0,0,0,,,,,,,,,
Rick Lovato,LS,Eagles,1260000,1260000,550000,550000,0.44,,,,,,,,,
Ja'Tavion Sanders,TE,Panthers,5044236,1261059,874236,218559,0.17,,,,,,,,,
Brian Robinson Jr.,RB,Commanders,5044904,1261226,849020,212255,0.17,,,,,,,,,
Channing Tindall,LB,Dolphins,5044904,1261226,849020,212255,0.17,,,,,,,,,
Jeremy Ruckert,TE,Jets,5044903,1261226,849020,212255,0.17,,,,,,,,,
Kerby Joseph,S,Lions,5044904,1261226,849020,212255,0.17,,,,,,,,,
Leo Chenal,LB,Chiefs,5044904,1261226,849020,212255,0.17,,,,,,,,,
Paulson Adebo,CB,Saints,5045010,1261250,1029096,257274,0.2,,,,,,,,,
Nick Cross,S,Colts,5065636,1266409,864100,216025,0.17,,,,,,,,,
Joey Slye,K,Patriots,1267500,1267500,0,0,0,,,,,,,,,
Ross Matiscik,LS,Jaguars,5070000,1267500,800000,200000,0.16,,,,,,,,,
Zachary Carter,IDL,Bengals,5079936,1269984,874500,218625,0.17,,,,,,,,,
Osa Odighizuwa,IDL,Cowboys,5086198,1271550,1059048,264762,0.21,,,,,,,,,
Jacob Bobenmoyer,LS,Raiders,3815000,1271667,1000000,333333,0.26,,,,,,,,,
D'Ernest Johnson,RB,Jaguars,1275000,1275000,225000,225000,0.18,,,,,,,,,
Joe Bachie,LB,Bengals,1275000,1275000,75000,75000,0.06,,,,,,,,,
Benjamin St-Juste,CB,Commanders,5100758,1275190,1069640,267410,0.21,,,,,,,,,
Milton Williams,IDL,Eagles,5110182,1277546,1076496,269124,0.21,,,,,,,,,
Sean Rhyan,LT,Packers,5122854,1280714,905712,226428,0.18,,,,,,,,,
Alim McNeill,IDL,Lions,5129182,1282296,1090312,272578,0.21,,,,,,,,,
Rachaad White,RB,Buccaneers,5130000,1282500,910908,227727,0.18,,,,,,,,,
Dylan Parham,LG,Raiders,5131430,1282858,911948,227987,0.18,,,,,,,,,
Terrel Bernard,LB,Bills,5132864,1283216,912992,228248,0.18,,,,,,,,,
Jalen Tolbert,WR,Cowboys,5135720,1283930,915068,228767,0.18,,,,,,,,,
Cameron Thomas,EDGE,Chiefs,5144340,1286085,921336,230334,0.18,,,,,,,,,
Malik Willis,QB,Packers,5160100,1290025,932800,233200,0.18,,,,,,,,,
Brady Christensen,LG,Panthers,5163282,1290821,1115112,278778,0.22,,,,,,,,,
Aaron Stinnie,LG,Giants,1292500,1292500,100000,100000,0.08,,,,,,,,,
Cam Brown,LB,Dolphins,1292500,1292500,203750,203750,0.16,,,,,,,,,
Chris Board,LB,Ravens,1292500,1292500,1152500,1152500,0.89,,,,,,,,,
Chuma Edoga,RT,Cowboys,1292500,1292500,667500,667500,0.52,,,,,,,,,
Da'Shawn Hand,EDGE,Dolphins,1292500,1292500,167500,167500,0.13,,,,,,,,,
David Moore,WR,Panthers,1292500,1292500,0,0,0,,,,,,,,,
Deonte Harty,WR,Ravens,1292500,1292500,1152500,1152500,0.89,,,,,,,,,
Jacob Martin,EDGE,Bears,1292500,1292500,667500,667500,0.52,,,,,,,,,
Jamal Adams,S,Titans,1292500,1292500,1152500,1152500,0.89,,,,,,,,,
James Smith-Williams,EDGE,Falcons,1292500,1292500,167500,167500,0.13,,,,,,,,,
Jaylinn Hawkins,S,Patriots,1292500,1292500,417500,417500,0.32,,,,,,,,,
KhaDarel Hodge,WR,Falcons,1292500,1292500,167500,167500,0.13,,,,,,,,,
Kindle Vildor,CB,Lions,1292500,1292500,167500,167500,0.13,,,,,,,,,
Kyle Allen,QB,Steelers,1292500,1292500,167500,167500,0.13,,,,,,,,,
L.J. Collier,EDGE,Cardinals,1292500,1292500,25000,25000,0.02,,,,,,,,,
Laviska Shenault,WR,Seahawks,1292500,1292500,1152500,1152500,0.89,,,,,,,,,
Levi Wallace,CB,Broncos,1292500,1292500,667500,667500,0.52,,,,,,,,,
Matt Peart,RT,Broncos,1292500,1292500,367500,367500,0.28,,,,,,,,,
Matthew Adams,LB,Giants,1292500,1292500,967500,967500,0.75,,,,,,,,,
Michael Badgley,K,Lions,1292500,1292500,425000,425000,0.33,,,,,,,,,
Michael Dunn,LG,Browns,1292500,1292500,1152500,1152500,0.89,,,,,,,,,
Nick Scott,S,Panthers,1292500,1292500,737500,737500,0.57,,,,,,,,,
Noah Igbinoghene,CB,Commanders,1292500,1292500,250000,250000,0.19,,,,,,,,,
Olamide Zaccheaus,WR,Commanders,1292500,1292500,380000,380000,0.29,,,,,,,,,
River Cracraft,WR,Dolphins,1292500,1292500,0,0,0,,,,,,,,,
Ross Dwelley,TE,Falcons,1292500,1292500,95500,95500,0.07,,,,,,,,,
Scott Miller,WR,Steelers,1292500,1292500,0,0,0,,,,,,,,,
Storm Norton,RT,Falcons,1292500,1292500,550000,550000,0.43,,,,,,,,,
Tanner Hudson,TE,Bengals,1292500,1292500,167500,167500,0.13,,,,,,,,,
Trent Sieg,LS,Cowboys,1292500,1292500,1152500,1152500,0.89,,,,,,,,,
Trevis Gipson,EDGE,Seahawks,1292500,1292500,42500,42500,0.03,,,,,,,,,
Ty Johnson,RB,Bills,1292500,1292500,667500,667500,0.52,,,,,,,,,
Van Jefferson,WR,Steelers,1292500,1292500,167500,167500,0.13,,,,,,,,,
Will Harris,S,Saints,1292500,1292500,491500,491500,0.38,,,,,,,,,
Marcus Jones,CB,Patriots,5176952,1294238,945056,236264,0.18,,,,,,,,,
DeMarvin Leal,IDL,Steelers,5186896,1296724,952288,238072,0.18,,,,,,,,,
Joseph Ossai,EDGE,Bengals,5192616,1298154,1136448,284112,0.22,,,,,,,,,
Ian Thomas,TE,Panthers,1300000,1300000,1300000,1300000,1,,,,,,,,,
Jerry Hughes,EDGE,Texans,2600000,1300000,1300000,1300000,0.5,,,,,,,,,
Nakobe Dean,LB,Eagles,5204642,1301161,965192,241298,0.19,,,,,,,,,
Justin Strnad,LB,Broncos,1305000,1305000,750000,750000,0.58,,,,,,,,,
DeAngelo Malone,EDGE,Falcons,5229582,1307396,983332,245833,0.19,,,,,,,,,
Andre Cisco,S,Jaguars,5236498,1309125,1168360,292090,0.22,,,,,,,,,
Cordale Flott,CB,Giants,5241844,1310461,992248,248062,0.19,,,,,,,,,
Greg Dulcich,TE,Broncos,5259140,1314785,1004828,251207,0.19,,,,,,,,,
Taybor Pepper,LS,49ers,3960000,1320000,1500000,500000,0.38,,,,,,,,,
Alex Wright,EDGE,Browns,5293574,1323394,1029872,257468,0.2,,,,,,,,,
Steven Sims,WR,Texans,1325000,1325000,75000,75000,0.06,,,,,,,,,
Bernhard Raimann,LT,Colts,5301960,1325490,1035972,258993,0.2,,,,,,,,,
Brodric Martin,IDL,Lions,5304082,1326021,857512,214378,0.16,,,,,,,,,
Jake Moody,K,49ers,5304082,1326021,857512,214378,0.16,,,,,,,,,
Mekhi Blackmon,CB,Vikings,5304082,1326021,857512,214378,0.16,,,,,,,,,
Tre Tucker,WR,Raiders,5304082,1326021,857512,214378,0.16,,,,,,,,,
Travis Jones,IDL,Ravens,5306660,1326665,1039388,259847,0.2,,,,,,,,,
Jordan Battle,S,Bengals,5325016,1331254,872740,218185,0.16,,,,,,,,,
Michael Wilson,WR,Cardinals,5339462,1334866,883244,220811,0.17,,,,,,,,,
Christian Harris,LB,Texans,5348258,1337065,1069640,267410,0.2,,,,,,,,,
Darnell Washington,TE,Steelers,5353912,1338478,893752,223438,0.17,,,,,,,,,
Andrew DePaola,LS,Vikings,4025000,1341666,1515000,505000,0.38,,,,,,,,,
Wanya Morris,LT,Chiefs,5368352,1342088,904256,226064,0.17,,,,,,,,,
Jelani Woods,TE,Colts,5372484,1343121,1087260,271815,0.2,,,,,,,,,
Dorian Williams,LB,Bills,5382806,1345702,914768,228692,0.17,,,,,,,,,
DeMarvion Overshown,LB,Cowboys,5390022,1347506,920016,230004,0.17,,,,,,,,,
Kobie Turner,IDL,Rams,5391470,1347868,921068,230267,0.17,,,,,,,,,
Abraham Lucas,RT,Seahawks,5391672,1347918,1101216,275304,0.2,,,,,,,,,
Tank Bigsby,RB,Jaguars,5392918,1348230,922120,230530,0.17,,,,,,,,,
Ji'Ayir Brown,S,49ers,5395804,1348951,924220,231055,0.17,,,,,,,,,
Caleb Johnson,LB,Jaguars,1350000,1350000,450000,450000,0.33,,,,,,,,,
Cody Ford,LG,Bengals,1350000,1350000,175000,175000,0.13,,,,,,,,,
Trenton Simpson,LB,Ravens,5404502,1351126,930548,232637,0.17,,,,,,,,,
Velus Jones Jr.,WR,Bears,5405924,1351481,1111580,277895,0.21,,,,,,,,,
Daiyan Henley,LB,Chargers,5420426,1355107,942128,235532,0.17,,,,,,,,,
Chad Muma,LB,Jaguars,5426116,1356529,1126264,281566,0.21,,,,,,,,,
Devon Achane,RB,Dolphins,5437450,1359363,954508,238627,0.18,,,,,,,,,
Riley Moss,CB,Broncos,5447490,1361873,961812,240453,0.18,,,,,,,,,
Nicholas Petit-Frere,RT,Titans,5455740,1363935,1147812,286953,0.21,,,,,,,,,
YaYa Diaby,EDGE,Buccaneers,5465412,1366353,974844,243711,0.18,,,,,,,,,
Martin Emerson,CB,Browns,5471290,1367823,1159120,289780,0.21,,,,,,,,,
Joshua Ezeudu,LG,Giants,5485524,1371381,1169472,292368,0.21,,,,,,,,,
Brian Asamoah,LB,Vikings,5486844,1371711,1170432,292608,0.21,,,,,,,,,
Tyjae Spears,RB,Titans,5490602,1372651,993164,248291,0.18,,,,,,,,,
Iosua Opeta,LG,Buccaneers,1375000,1375000,650000,650000,0.47,,,,,,,,,
Luke Fortner,C,Jaguars,5500062,1375016,1180044,295011,0.22,,,,,,,,,
D.J. Johnson,EDGE,Panthers,5502988,1375747,1002172,250543,0.18,,,,,,,,,
Aaron Brewer,LS,Cardinals,1377500,1377500,83750,83750,0.06,,,,,,,,,
Anthony Walker Jr.,LB,Dolphins,1377500,1377500,917500,917500,0.67,,,,,,,,,
Antonio Hamilton,CB,Falcons,1377500,1377500,1152500,1152500,0.84,,,,,,,,,
Brent Urban,IDL,Ravens,1377500,1377500,25000,25000,0.02,,,,,,,,,
C.J. Goodwin,CB,Cowboys,1377500,1377500,167500,167500,0.12,,,,,,,,,
Casey Kreiter,LS,Giants,1377500,1377500,1152500,1152500,0.84,,,,,,,,,
Chris Manhertz,TE,Giants,1377500,1377500,117500,117500,0.09,,,,,,,,,
Eric Wilson,LB,Packers,1377500,1377500,167500,167500,0.12,,,,,,,,,
J.J. Jansen,LS,Panthers,1377500,1377500,1152500,1152500,0.84,,,,,,,,,
James Winchester,LS,Chiefs,1377500,1377500,1152500,1152500,0.84,,,,,,,,,
John Johnson,S,Rams,1377500,1377500,750000,750000,0.54,,,,,,,,,
Jon Weeks,LS,Texans,1377500,1377500,167500,167500,0.12,,,,,,,,,
Josh Johnson,QB,Ravens,1377500,1377500,1152000,1152000,0.84,,,,,,,,,
Kamu Grugier-Hill,LB,Vikings,1377500,1377500,142500,142500,0.1,,,,,,,,,
Lucas Patrick,C,Saints,1377500,1377500,404000,404000,0.29,,,,,,,,,
Marcus Maye,S,Dolphins,1377500,1377500,567500,567500,0.41,,,,,,,,,
Mike Pennel,IDL,Chiefs,1377500,1377500,383400,383400,0.28,,,,,,,,,
Morgan Cox,LS,Titans,1377500,1377500,1152500,1152500,0.84,,,,,,,,,
Patrick Scales,LS,Bears,1377500,1377500,1152500,1152500,0.84,,,,,,,,,
Rodney McLeod,S,Browns,1377500,1377500,767500,767500,0.56,,,,,,,,,
Troy Hill,CB,Panthers,1377500,1377500,583750,583750,0.42,,,,,,,,,
William Gholston,IDL,Buccaneers,1377500,1377500,985000,985000,0.72,,,,,,,,,
